customer_id,first_purchase,last_purchase,purchase_lines,unique_invoices,total_quantity,total_spend,avg_unit_price,countries,distinct_products,days_active,primary_country,return_count,return_value,customer_tenure_days,net_spend,avg_basket_size,avg_order_value,return_rate,first_purchase_month,country_group,spend_quartile,frequency_segment,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
17093,2010-04-26 10:22:00,2010-04-26 10:22:00,13,1,114,235.88,3.053076923076923,1,13,1,United Kingdom,0,0.0,0,235.88,13.0,235.88,0.0,2010-04,UK,Q1 (Lowest),One-time,227,1,235.88,1,2,1,121,At Risk
17094,2010-10-12 10:48:00,2010-10-12 10:48:00,4,1,60,100.2,1.775,1,4,1,United Kingdom,0,0.0,0,100.2,4.0,100.2,0.0,2010-10,UK,Q1 (Lowest),One-time,58,1,100.2,2,2,1,221,Moderate
17095,2009-12-15 12:32:00,2010-10-05 09:45:00,63,4,1077,1248.09,2.767301587301587,1,54,4,United Kingdom,2,-23.700000000000003,293,1224.3899999999999,15.75,312.0225,0.5,2009-12,UK,Q3,Regular (4-10),65,4,1248.09,2,3,3,233,High Value
17096,2010-06-02 14:48:00,2010-11-21 12:59:00,157,7,1220,2675.8,3.6796178343949046,1,128,7,United Kingdom,4,-38.9,171,2636.9,22.428571428571427,382.25714285714287,0.5714285714285714,2010-06,UK,Q4 (Highest),Regular (4-10),18,7,2675.8,3,4,4,344,Champions
17097,2010-10-05 14:09:00,2010-12-09 14:55:00,96,2,190,363.66,2.3739583333333334,1,84,2,Spain,0,0.0,65,363.66,48.0,181.83,0.0,2010-10,EU,Q2,Occasional (2-3),0,2,363.66,4,2,2,422,Recent Customers
17098,2010-06-17 10:30:00,2010-11-23 12:13:00,18,3,125,591.0699999999999,6.132222222222222,1,10,3,United Kingdom,0,0.0,159,591.0699999999999,6.0,197.0233333333333,0.0,2010-06,UK,Q2,Occasional (2-3),16,3,591.0699999999999,4,3,2,432,Loyal Customers
17099,2010-06-24 16:25:00,2010-06-24 16:25:00,40,1,317,582.17,3.178,1,40,1,United Kingdom,0,0.0,0,582.17,40.0,582.17,0.0,2010-06,UK,Q2,One-time,168,1,582.17,1,2,2,122,Moderate
17101,2010-06-07 15:12:00,2010-11-10 10:15:00,31,3,360,885.3199999999999,4.275483870967742,1,28,3,United Kingdom,0,0.0,155,885.3199999999999,10.333333333333334,295.1066666666666,0.0,2010-06,UK,Q3,Occasional (2-3),29,3,885.3199999999999,3,3,3,333,Champions
17103,2009-12-17 14:08:00,2009-12-17 14:08:00,32,1,471,424.3,1.6868750000000001,1,32,1,United Kingdom,0,0.0,0,424.3,32.0,424.3,0.0,2009-12,UK,Q2,One-time,357,1,424.3,1,2,2,122,At Risk
17104,2010-10-12 12:21:00,2010-10-12 12:21:00,19,1,149,474.03,4.546842105263158,1,19,1,United Kingdom,0,0.0,0,474.03,19.0,474.03,0.0,2010-10,UK,Q2,One-time,58,1,474.03,2,2,2,222,Moderate
17106,2010-11-15 14:11:00,2010-11-15 14:11:00,51,1,153,481.58,4.553725490196078,1,51,1,United Kingdom,0,0.0,0,481.58,51.0,481.58,0.0,2010-11,UK,Q2,One-time,24,1,481.58,3,2,2,322,Recent Customers
17107,2010-01-31 15:47:00,2010-11-07 13:50:00,254,4,2704,5255.24,2.9961811023622045,1,197,4,United Kingdom,8,-22.35,279,5232.889999999999,63.5,1313.81,2.0,2010-01,UK,Q4 (Highest),Regular (4-10),32,4,5255.24,3,3,4,334,Champions
17108,2010-02-14 12:22:00,2010-02-14 12:22:00,9,1,31,174.95,5.25,1,9,1,United Kingdom,0,0.0,0,174.95,9.0,174.95,0.0,2010-02,UK,Q1 (Lowest),One-time,298,1,174.95,1,2,1,121,At Risk
17109,2010-07-30 12:42:00,2010-10-29 15:56:00,23,2,200,410.42,3.1904347826086954,1,22,2,United Kingdom,0,0.0,91,410.42,11.5,205.21,0.0,2010-07,UK,Q2,Occasional (2-3),41,2,410.42,3,2,2,322,Recent Customers
17110,2010-04-08 13:32:00,2010-07-07 12:21:00,37,2,86,336.59999999999997,3.9770270270270274,1,32,2,United Kingdom,0,0.0,89,336.59999999999997,18.5,168.29999999999998,0.0,2010-04,UK,Q2,Occasional (2-3),155,2,336.59999999999997,1,2,2,122,Moderate
17111,2010-10-10 15:21:00,2010-10-10 15:21:00,19,1,299,227.97,1.2794736842105263,1,19,1,United Kingdom,0,0.0,0,227.97,19.0,227.97,0.0,2010-10,UK,Q1 (Lowest),One-time,60,1,227.97,2,2,1,221,Moderate
17112,2010-07-25 11:14:00,2010-07-25 11:14:00,47,1,130,197.57,1.9951063829787232,1,44,1,United Kingdom,0,0.0,0,197.57,47.0,197.57,0.0,2010-07,UK,Q1 (Lowest),One-time,137,1,197.57,1,2,1,121,Moderate
17113,2010-01-11 10:14:00,2010-05-14 13:59:00,158,6,913,2305.59,4.1256329113924055,1,122,5,United Kingdom,13,-213.43,123,2092.1600000000003,26.333333333333332,384.26500000000004,2.1666666666666665,2010-01,UK,Q4 (Highest),Regular (4-10),209,6,2305.59,1,4,4,144,High Value
17115,2009-12-05 12:13:00,2010-06-09 11:10:00,81,4,513,1923.99,5.295679012345679,1,75,4,United Kingdom,5,-114.60000000000001,185,1809.39,20.25,480.9975,1.25,2009-12,UK,Q4 (Highest),Regular (4-10),183,4,1923.99,1,3,4,134,High Value
17116,2010-03-01 16:29:00,2010-03-01 16:29:00,47,1,392,389.78,1.5346808510638297,1,47,1,United Kingdom,0,0.0,0,389.78,47.0,389.78,0.0,2010-03,UK,Q2,One-time,283,1,389.78,1,2,2,122,At Risk
17121,2010-11-02 11:47:00,2010-11-02 11:47:00,12,1,106,314.74,3.7366666666666664,1,12,1,United Kingdom,0,0.0,0,314.74,12.0,314.74,0.0,2010-11,UK,Q2,One-time,37,1,314.74,3,2,2,322,Recent Customers
17122,2010-07-28 09:34:00,2010-11-16 14:38:00,23,3,288,432.18,1.6486956521739131,1,19,3,United Kingdom,0,0.0,111,432.18,7.666666666666667,144.06,0.0,2010-07,UK,Q2,Occasional (2-3),23,3,432.18,3,3,2,332,Loyal Customers
17123,2010-05-16 11:52:00,2010-09-26 12:06:00,33,2,405,621.37,2.061212121212121,1,30,2,United Kingdom,0,0.0,133,621.37,16.5,310.685,0.0,2010-05,UK,Q2,Occasional (2-3),74,2,621.37,2,2,2,222,Moderate
17126,2010-08-31 13:41:00,2010-11-23 10:27:00,196,4,640,1019.48,2.4367857142857146,1,148,4,United Kingdom,0,0.0,83,1019.48,49.0,254.87,0.0,2010-08,UK,Q3,Regular (4-10),16,4,1019.48,4,3,3,433,Champions
17127,2009-12-04 15:18:00,2010-10-07 09:54:00,37,5,340,1155.0300000000002,4.106486486486486,1,27,5,United Kingdom,0,0.0,306,1155.0300000000002,7.4,231.00600000000003,0.0,2009-12,UK,Q3,Regular (4-10),63,5,1155.0300000000002,2,4,3,243,High Value
17129,2010-07-07 13:46:00,2010-07-07 13:46:00,2,1,5,31.85,6.725,1,2,1,United Kingdom,0,0.0,0,31.85,2.0,31.85,0.0,2010-07,UK,Q1 (Lowest),One-time,155,1,31.85,1,2,1,121,Moderate
17132,2010-08-08 13:49:00,2010-09-13 16:31:00,71,2,963,1220.9099999999999,3.1235211267605636,1,62,2,United Kingdom,0,0.0,36,1220.9099999999999,35.5,610.4549999999999,0.0,2010-08,UK,Q3,Occasional (2-3),87,2,1220.9099999999999,2,2,3,223,Moderate
17133,2010-03-21 12:31:00,2010-08-22 13:58:00,29,5,7377,9730.09,1.916896551724138,1,16,5,United Kingdom,7,-1650.24,154,8079.85,5.8,1946.018,1.4,2010-03,UK,Q4 (Highest),Regular (4-10),109,5,9730.09,2,4,4,244,High Value
17134,2010-09-23 18:32:00,2010-09-23 18:32:00,13,1,46,212.1,5.596153846153846,1,13,1,United Kingdom,0,0.0,0,212.1,13.0,212.1,0.0,2010-09,UK,Q1 (Lowest),One-time,77,1,212.1,2,2,1,221,Moderate
17135,2010-05-09 16:03:00,2010-12-03 09:31:00,99,4,680,792.23,1.814949494949495,1,78,4,United Kingdom,1,-10.92,207,781.3100000000001,24.75,198.0575,0.25,2010-05,UK,Q3,Regular (4-10),6,4,792.23,4,3,3,433,Champions
17136,2010-02-15 13:13:00,2010-02-15 13:13:00,14,1,256,231.68,2.8042857142857143,1,14,1,United Kingdom,0,0.0,0,231.68,14.0,231.68,0.0,2010-02,UK,Q1 (Lowest),One-time,297,1,231.68,1,2,1,121,At Risk
17137,2010-01-31 12:27:00,2010-10-19 14:51:00,167,6,680,1099.81,2.131556886227545,1,125,5,United Kingdom,0,0.0,261,1099.81,27.833333333333332,183.30166666666665,0.0,2010-01,UK,Q3,Regular (4-10),51,6,1099.81,3,4,3,343,Champions
17138,2010-02-04 14:19:00,2010-11-15 13:15:00,232,6,1898,4036.77,3.8420689655172415,1,217,6,United Kingdom,0,0.0,283,4036.77,38.666666666666664,672.795,0.0,2010-02,UK,Q4 (Highest),Regular (4-10),24,6,4036.77,3,4,4,344,Champions
17139,2010-01-11 11:31:00,2010-11-15 12:19:00,331,13,4677,8915.99,3.4043202416918428,1,226,9,United Kingdom,1,-9.95,308,8906.039999999999,25.46153846153846,685.8453846153845,0.07692307692307693,2010-01,UK,Q4 (Highest),Loyal (11+),24,13,8915.99,3,4,4,344,Champions
17141,2010-01-24 14:19:00,2010-10-17 14:54:00,162,4,423,727.58,2.999444444444445,1,138,2,United Kingdom,0,0.0,266,727.58,40.5,181.895,0.0,2010-01,UK,Q3,Regular (4-10),53,4,727.58,2,3,3,233,High Value
17142,2010-01-24 15:23:00,2010-10-31 14:52:00,74,3,241,696.25,3.9912162162162166,1,67,3,United Kingdom,0,0.0,279,696.25,24.666666666666668,232.08333333333334,0.0,2010-01,UK,Q3,Occasional (2-3),39,3,696.25,3,3,3,333,Champions
17143,2010-07-12 13:26:00,2010-10-18 15:27:00,112,2,314,880.97,3.4870535714285715,1,82,2,United Kingdom,0,0.0,98,880.97,56.0,440.485,0.0,2010-07,UK,Q3,Occasional (2-3),52,2,880.97,2,2,3,223,Moderate
17145,2010-02-19 12:07:00,2010-07-15 09:02:00,180,4,2591,3120.91,2.8254444444444444,1,168,3,United Kingdom,6,-106.27,145,3014.64,45.0,780.2275,1.5,2010-02,UK,Q4 (Highest),Regular (4-10),147,4,3120.91,1,3,4,134,High Value
17146,2010-02-02 09:39:00,2010-09-30 10:24:00,266,10,1976,5102.86,4.145902255639098,1,156,10,United Kingdom,6,-64.25,240,5038.61,26.6,510.28599999999994,0.6,2010-02,UK,Q4 (Highest),Regular (4-10),70,10,5102.86,2,4,4,244,High Value
17147,2010-01-11 09:38:00,2010-09-13 10:30:00,55,5,426,1485.36,5.274727272727273,1,41,5,United Kingdom,7,-95.85,245,1389.51,11.0,297.072,1.4,2010-01,UK,Q3,Regular (4-10),87,5,1485.36,2,4,3,243,High Value
17149,2010-09-14 14:56:00,2010-09-14 14:56:00,6,1,18,143.10000000000002,7.95,1,6,1,United Kingdom,0,0.0,0,143.10000000000002,6.0,143.10000000000002,0.0,2010-09,UK,Q1 (Lowest),One-time,86,1,143.10000000000002,2,2,1,221,Moderate
17150,2009-12-06 10:51:00,2010-11-28 11:27:00,92,6,397,1357.95,5.02,1,64,6,United Kingdom,0,0.0,357,1357.95,15.333333333333334,226.32500000000002,0.0,2009-12,UK,Q3,Regular (4-10),11,6,1357.95,4,4,3,443,Champions
17151,2009-12-04 14:56:00,2009-12-04 14:56:00,4,1,42,231.90000000000003,5.575,1,4,1,United Kingdom,0,0.0,0,231.90000000000003,4.0,231.90000000000003,0.0,2009-12,UK,Q1 (Lowest),One-time,370,1,231.90000000000003,1,2,1,121,At Risk
17152,2010-10-10 12:40:00,2010-10-10 12:40:00,2,1,60,327.0,5.45,1,2,1,United Kingdom,0,0.0,0,327.0,2.0,327.0,0.0,2010-10,UK,Q2,One-time,60,1,327.0,2,2,2,222,Moderate
17155,2009-12-03 11:34:00,2010-06-30 09:24:00,53,5,745,640.76,1.6528301886792451,1,31,5,United Kingdom,0,0.0,208,640.76,10.6,128.152,0.0,2009-12,UK,Q2,Regular (4-10),162,5,640.76,1,4,2,142,Frequent Buyers
17156,2010-08-05 11:30:00,2010-08-05 11:30:00,39,1,391,591.87,2.0646153846153843,1,39,1,United Kingdom,2,-19.8,0,572.07,39.0,591.87,2.0,2010-08,UK,Q2,One-time,126,1,591.87,2,2,2,222,Moderate
17157,2009-12-04 13:00:00,2010-08-16 13:22:00,128,17,1920,4832.9,2.99921875,1,69,16,United Kingdom,0,0.0,255,4832.9,7.529411764705882,284.2882352941176,0.0,2009-12,UK,Q4 (Highest),Loyal (11+),115,17,4832.9,2,4,4,244,High Value
17158,2010-03-07 15:50:00,2010-06-10 10:38:00,46,2,369,713.03,4.001956521739131,1,37,2,United Kingdom,2,-17.7,94,695.3299999999999,23.0,356.515,1.0,2010-03,UK,Q3,Occasional (2-3),182,2,713.03,1,2,3,123,At Risk
17159,2010-03-04 14:53:00,2010-08-19 11:48:00,29,2,237,560.71,4.134827586206897,1,27,2,United Kingdom,0,0.0,167,560.71,14.5,280.355,0.0,2010-03,UK,Q2,Occasional (2-3),112,2,560.71,2,2,2,222,Moderate
17160,2009-12-04 10:57:00,2010-11-30 17:43:00,422,11,5534,6691.13,1.617440758293839,1,164,11,United Kingdom,4,-7.800000000000001,361,6683.33,38.36363636363637,608.2845454545454,0.36363636363636365,2009-12,UK,Q4 (Highest),Loyal (11+),9,11,6691.13,4,4,4,444,Champions
17161,2010-09-21 16:44:00,2010-09-21 16:44:00,52,1,537,856.01,2.5467307692307695,1,52,1,United Kingdom,0,0.0,0,856.01,52.0,856.01,0.0,2010-09,UK,Q3,One-time,79,1,856.01,2,2,3,223,Moderate
17163,2010-02-02 10:39:00,2010-09-20 10:08:00,25,2,465,406.68,1.0944,1,24,2,United Kingdom,0,0.0,229,406.68,12.5,203.34,0.0,2010-02,UK,Q2,Occasional (2-3),80,2,406.68,2,2,2,222,Moderate
17165,2009-12-11 09:18:00,2010-11-23 13:35:00,90,5,688,1635.64,4.442555555555556,1,72,5,United Kingdom,3,-10.690000000000001,347,1624.95,18.0,327.12800000000004,0.6,2009-12,UK,Q3,Regular (4-10),16,5,1635.64,4,4,3,443,Champions
17167,2010-09-20 14:02:00,2010-11-25 10:05:00,79,3,429,867.11,3.130253164556962,1,64,3,United Kingdom,0,0.0,65,867.11,26.333333333333332,289.0366666666667,0.0,2010-09,UK,Q3,Occasional (2-3),14,3,867.11,4,3,3,433,Champions
17168,2010-07-29 12:33:00,2010-07-29 12:33:00,21,1,220,400.2,3.2785714285714285,1,21,1,United Kingdom,0,0.0,0,400.2,21.0,400.2,0.0,2010-07,UK,Q2,One-time,133,1,400.2,2,2,2,222,Moderate
17169,2010-05-10 13:00:00,2010-05-10 13:00:00,21,1,145,320.95,3.5857142857142854,1,21,1,United Kingdom,4,-7.949999999999999,0,313.0,21.0,320.95,4.0,2010-05,UK,Q2,One-time,213,1,320.95,1,2,2,122,At Risk
17170,2010-11-15 16:23:00,2010-11-30 15:55:00,10,2,152,178.68,1.377,1,8,2,United Kingdom,1,-59.699999999999996,14,118.98000000000002,5.0,89.34,0.5,2010-11,UK,Q1 (Lowest),Occasional (2-3),9,2,178.68,4,2,1,421,Recent Customers
17171,2010-02-16 12:02:00,2010-02-16 12:02:00,9,1,40,159.68,7.071111111111112,1,9,1,United Kingdom,0,0.0,0,159.68,9.0,159.68,0.0,2010-02,UK,Q1 (Lowest),One-time,296,1,159.68,1,2,1,121,At Risk
17172,2009-12-13 11:46:00,2010-10-05 12:02:00,24,2,735,638.81,1.0979166666666667,1,24,2,United Kingdom,3,-41.080000000000005,296,597.7299999999999,12.0,319.405,1.5,2009-12,UK,Q2,Occasional (2-3),65,2,638.81,2,2,2,222,Moderate
17176,2010-01-31 15:49:00,2010-07-01 12:11:00,27,2,406,596.1899999999999,2.0677777777777777,1,25,2,United Kingdom,0,0.0,150,596.1899999999999,13.5,298.09499999999997,0.0,2010-01,UK,Q2,Occasional (2-3),161,2,596.1899999999999,1,2,2,122,Moderate
17177,2010-07-22 14:53:00,2010-07-22 14:53:00,29,1,40,119.5,3.3982758620689655,1,29,1,United Kingdom,0,0.0,0,119.5,29.0,119.5,0.0,2010-07,UK,Q1 (Lowest),One-time,140,1,119.5,1,2,1,121,Moderate
17178,2009-12-08 16:20:00,2009-12-08 16:20:00,31,1,100,432.96,5.310967741935484,1,31,1,United Kingdom,0,0.0,0,432.96,31.0,432.96,0.0,2009-12,UK,Q2,One-time,366,1,432.96,1,2,2,122,At Risk
17179,2010-05-26 11:22:00,2010-11-22 15:52:00,78,3,335,795.47,2.2730769230769234,1,44,3,United Kingdom,0,0.0,180,795.47,26.0,265.1566666666667,0.0,2010-05,UK,Q3,Occasional (2-3),17,3,795.47,4,3,3,433,Champions
17180,2010-01-21 17:43:00,2010-10-13 16:58:00,275,7,1139,1452.8,2.038290909090909,1,149,7,United Kingdom,3,-5.0,264,1447.8,39.285714285714285,207.54285714285714,0.42857142857142855,2010-01,UK,Q3,Regular (4-10),57,7,1452.8,2,4,3,243,High Value
17181,2010-04-23 11:21:00,2010-12-01 12:38:00,7,2,243,225.45000000000002,8.9,1,7,2,United Kingdom,0,0.0,222,225.45000000000002,3.5,112.72500000000001,0.0,2010-04,UK,Q1 (Lowest),Occasional (2-3),8,2,225.45000000000002,4,2,1,421,Recent Customers
17182,2009-12-21 15:22:00,2010-10-13 10:09:00,6,2,54,321.3,5.95,1,4,2,United Kingdom,0,0.0,295,321.3,3.0,160.65,0.0,2009-12,UK,Q2,Occasional (2-3),57,2,321.3,2,2,2,222,Moderate
17184,2009-12-09 14:17:00,2010-05-19 14:24:00,14,2,73,198.41000000000003,3.952142857142857,1,14,2,United Kingdom,0,0.0,161,198.41000000000003,7.0,99.20500000000001,0.0,2009-12,UK,Q1 (Lowest),Occasional (2-3),204,2,198.41000000000003,1,2,1,121,At Risk
17185,2010-04-20 13:49:00,2010-04-27 12:15:00,44,3,119,229.46,1.9956818181818183,1,38,2,United Kingdom,0,0.0,6,229.46,14.666666666666666,76.48666666666666,0.0,2010-04,UK,Q1 (Lowest),Occasional (2-3),226,3,229.46,1,3,1,131,Frequent Buyers
17187,2010-07-01 14:38:00,2010-07-01 14:38:00,13,1,282,263.76,1.863846153846154,1,13,1,United Kingdom,0,0.0,0,263.76,13.0,263.76,0.0,2010-07,UK,Q1 (Lowest),One-time,161,1,263.76,1,2,1,121,Moderate
17188,2009-12-08 19:16:00,2010-09-19 12:05:00,88,6,1241,2118.7000000000003,2.6913636363636364,1,79,6,United Kingdom,5,-32.45,284,2086.2500000000005,14.666666666666666,353.11666666666673,0.8333333333333334,2009-12,UK,Q4 (Highest),Regular (4-10),81,6,2118.7000000000003,2,4,4,244,High Value
17189,2009-12-02 11:45:00,2010-05-27 20:11:00,60,3,375,569.88,2.312,1,59,3,United Kingdom,0,0.0,176,569.88,20.0,189.96,0.0,2009-12,UK,Q2,Occasional (2-3),195,3,569.88,1,3,2,132,Frequent Buyers
17190,2010-03-05 13:21:00,2010-11-01 14:22:00,169,5,2053,1279.99,3.145798816568047,1,142,3,United Kingdom,0,0.0,241,1279.99,33.8,255.998,0.0,2010-03,UK,Q3,Regular (4-10),38,5,1279.99,3,4,3,343,Champions
17191,2009-12-01 16:34:00,2010-12-06 14:46:00,333,11,1362,2726.77,3.037177177177177,1,200,8,United Kingdom,1,-25.5,369,2701.27,30.272727272727273,247.8881818181818,0.09090909090909091,2009-12,UK,Q4 (Highest),Loyal (11+),3,11,2726.77,4,4,4,444,Champions
17192,2010-06-21 16:07:00,2010-06-21 16:07:00,20,1,45,75.28,3.036,1,20,1,United Kingdom,0,0.0,0,75.28,20.0,75.28,0.0,2010-06,UK,Q1 (Lowest),One-time,171,1,75.28,1,2,1,121,Moderate
17193,2009-12-02 10:02:00,2010-11-18 16:57:00,12,2,414,610.74,3.356666666666667,1,12,2,United Kingdom,1,-30.599999999999998,351,580.14,6.0,305.37,0.5,2009-12,UK,Q2,Occasional (2-3),21,2,610.74,3,2,2,322,Recent Customers
17194,2010-06-27 13:16:00,2010-06-27 13:16:00,32,1,301,549.88,3.405,1,31,1,United Kingdom,0,0.0,0,549.88,32.0,549.88,0.0,2010-06,UK,Q2,One-time,165,1,549.88,1,2,2,122,Moderate
17195,2010-02-22 13:05:00,2010-02-22 13:05:00,31,1,486,562.98,1.5964516129032258,1,31,1,United Kingdom,0,0.0,0,562.98,31.0,562.98,0.0,2010-02,UK,Q2,One-time,290,1,562.98,1,2,2,122,At Risk
17196,2010-10-08 11:31:00,2010-10-08 11:31:00,93,1,154,327.75,2.4725806451612904,1,84,1,United Kingdom,0,0.0,0,327.75,93.0,327.75,0.0,2010-10,UK,Q2,One-time,62,1,327.75,2,2,2,222,Moderate
17198,2010-12-03 14:54:00,2010-12-09 13:34:00,77,2,242,521.66,3.0305194805194806,1,73,2,United Kingdom,0,0.0,5,521.66,38.5,260.83,0.0,2010-12,UK,Q2,Occasional (2-3),0,2,521.66,4,2,2,422,Recent Customers
17199,2010-05-06 13:53:00,2010-05-06 13:53:00,8,1,232,135.04000000000002,0.88125,1,8,1,United Kingdom,0,0.0,0,135.04000000000002,8.0,135.04000000000002,0.0,2010-05,UK,Q1 (Lowest),One-time,217,1,135.04000000000002,1,2,1,121,At Risk
17200,2010-02-25 13:23:00,2010-11-17 13:04:00,25,4,367,356.71,2.1492,1,25,2,United Kingdom,0,0.0,264,356.71,6.25,89.1775,0.0,2010-02,UK,Q2,Regular (4-10),22,4,356.71,3,3,2,332,Loyal Customers
17201,2010-02-10 12:26:00,2010-07-04 11:40:00,132,3,748,842.8199999999999,2.7134848484848484,1,118,3,United Kingdom,1,-15.600000000000001,143,827.2199999999999,44.0,280.94,0.3333333333333333,2010-02,UK,Q3,Occasional (2-3),158,3,842.8199999999999,1,3,3,133,High Value
17202,2010-10-15 11:25:00,2010-10-15 11:25:00,8,1,55,160.65,2.9375,1,8,1,United Kingdom,0,0.0,0,160.65,8.0,160.65,0.0,2010-10,UK,Q1 (Lowest),One-time,55,1,160.65,2,2,1,221,Moderate
17203,2010-11-16 12:52:00,2010-11-16 13:07:00,113,4,1751,2004.01,2.204070796460177,1,84,1,United Kingdom,0,0.0,0,2004.01,28.25,501.0025,0.0,2010-11,UK,Q4 (Highest),Regular (4-10),23,4,2004.01,3,3,4,334,Champions
17204,2010-06-10 11:37:00,2010-11-30 17:58:00,120,5,2005,3940.13,3.7126666666666663,1,89,4,United Kingdom,3,-29.35,173,3910.78,24.0,788.0260000000001,0.6,2010-06,UK,Q4 (Highest),Regular (4-10),9,5,3940.13,4,4,4,444,Champions
17205,2010-05-24 15:36:00,2010-10-19 16:11:00,22,2,1330,615.27,1.0568181818181819,1,18,2,United Kingdom,0,0.0,148,615.27,11.0,307.635,0.0,2010-05,UK,Q2,Occasional (2-3),51,2,615.27,3,2,2,322,Recent Customers
17207,2010-02-25 19:08:00,2010-02-25 19:08:00,59,1,232,291.77,2.0486440677966105,1,54,1,United Kingdom,0,0.0,0,291.77,59.0,291.77,0.0,2010-02,UK,Q1 (Lowest),One-time,287,1,291.77,1,2,1,121,At Risk
17208,2010-11-09 12:50:00,2010-11-09 12:50:00,23,1,101,111.15,1.9017391304347826,1,21,1,United Kingdom,0,0.0,0,111.15,23.0,111.15,0.0,2010-11,UK,Q1 (Lowest),One-time,30,1,111.15,3,2,1,321,Recent Customers
17209,2009-12-03 11:10:00,2010-02-28 16:01:00,38,3,723,595.7,2.6447368421052633,1,36,3,United Kingdom,0,0.0,87,595.7,12.666666666666666,198.5666666666667,0.0,2009-12,UK,Q2,Occasional (2-3),284,3,595.7,1,3,2,132,Frequent Buyers
17210,2010-11-12 12:15:00,2010-11-12 12:15:00,53,1,242,251.72,1.3450943396226414,1,47,1,United Kingdom,0,0.0,0,251.72,53.0,251.72,0.0,2010-11,UK,Q1 (Lowest),One-time,27,1,251.72,3,2,1,321,Recent Customers
17211,2009-12-13 13:17:00,2010-12-05 12:44:00,166,6,1022,1729.43,2.6486746987951806,1,126,6,United Kingdom,1,-27.0,356,1702.43,27.666666666666668,288.23833333333334,0.16666666666666666,2009-12,UK,Q4 (Highest),Regular (4-10),4,6,1729.43,4,4,4,444,Champions
17212,2010-08-10 09:22:00,2010-09-07 15:46:00,25,2,580,567.5600000000001,1.8064000000000002,1,25,2,United Kingdom,0,0.0,28,567.5600000000001,12.5,283.78000000000003,0.0,2010-08,UK,Q2,Occasional (2-3),93,2,567.5600000000001,2,2,2,222,Moderate
17213,2009-12-15 10:28:00,2010-12-08 13:03:00,124,7,1003,2401.07,3.7120967741935487,1,76,7,United Kingdom,10,-63.22,358,2337.8500000000004,17.714285714285715,343.01000000000005,1.4285714285714286,2009-12,UK,Q4 (Highest),Regular (4-10),1,7,2401.07,4,4,4,444,Champions
17215,2010-09-01 13:39:00,2010-09-01 13:39:00,11,1,104,186.15,2.518181818181818,1,11,1,United Kingdom,0,0.0,0,186.15,11.0,186.15,0.0,2010-09,UK,Q1 (Lowest),One-time,99,1,186.15,2,2,1,221,Moderate
17216,2010-06-03 13:03:00,2010-06-03 13:03:00,13,1,21,63.6,3.1846153846153844,1,13,1,United Kingdom,0,0.0,0,63.6,13.0,63.6,0.0,2010-06,UK,Q1 (Lowest),One-time,189,1,63.6,1,2,1,121,At Risk
17217,2010-03-30 13:35:00,2010-03-30 13:35:00,18,1,69,96.6,2.4833333333333334,1,18,1,United Kingdom,0,0.0,0,96.6,18.0,96.6,0.0,2010-03,UK,Q1 (Lowest),One-time,254,1,96.6,1,2,1,121,At Risk
17218,2010-01-25 16:12:00,2010-12-06 15:25:00,248,9,1236,2224.96,2.6484274193548383,1,166,9,United Kingdom,0,0.0,314,2224.96,27.555555555555557,247.21777777777777,0.0,2010-01,UK,Q4 (Highest),Regular (4-10),3,9,2224.96,4,4,4,444,Champions
17219,2010-10-19 11:29:00,2010-10-19 11:29:00,25,1,99,144.9,1.5064000000000002,1,24,1,United Kingdom,0,0.0,0,144.9,25.0,144.9,0.0,2010-10,UK,Q1 (Lowest),One-time,51,1,144.9,3,2,1,321,Recent Customers
17220,2010-01-20 11:57:00,2010-10-18 11:25:00,204,7,764,1263.86,2.2237745098039214,1,166,4,United Kingdom,0,0.0,270,1263.86,29.142857142857142,180.55142857142854,0.0,2010-01,UK,Q3,Regular (4-10),52,7,1263.86,2,4,3,243,High Value
17221,2010-04-11 15:34:00,2010-04-27 10:27:00,62,3,426,642.14,2.6274193548387097,1,58,2,United Kingdom,0,0.0,15,642.14,20.666666666666668,214.04666666666665,0.0,2010-04,UK,Q2,Occasional (2-3),226,3,642.14,1,3,2,132,Frequent Buyers
17222,2010-01-10 15:24:00,2010-08-19 13:48:00,84,5,733,1234.96,3.024285714285714,1,70,5,United Kingdom,0,0.0,220,1234.96,16.8,246.99200000000002,0.0,2010-01,UK,Q3,Regular (4-10),112,5,1234.96,2,4,3,243,High Value
17223,2010-11-29 17:19:00,2010-12-06 14:08:00,50,2,108,398.99,4.09,1,48,2,United Kingdom,0,0.0,6,398.99,25.0,199.495,0.0,2010-11,UK,Q2,Occasional (2-3),3,2,398.99,4,2,2,422,Recent Customers
17224,2010-07-26 13:30:00,2010-07-26 13:30:00,8,1,65,100.86,7.1425,1,8,1,United Kingdom,0,0.0,0,100.86,8.0,100.86,0.0,2010-07,UK,Q1 (Lowest),One-time,136,1,100.86,1,2,1,121,Moderate
17225,2010-05-07 11:38:00,2010-05-07 11:38:00,5,1,36,131.15,3.2600000000000002,1,5,1,United Kingdom,0,0.0,0,131.15,5.0,131.15,0.0,2010-05,UK,Q1 (Lowest),One-time,216,1,131.15,1,2,1,121,At Risk
